date,zone,is_weekend,is_exam,is_event,avg_devices_connected,packet_loss_rate,bandwidth_used_gb
2024-01-27,Sports Complex,True,False,False,460.0,1.86,76.6
2024-01-28,Hostel,True,False,False,671.0,1.17,518.8
2024-01-28,Library,True,False,False,671.0,1.17,176.1
2024-01-28,Academic Block,True,False,False,671.0,1.17,237.8
2024-01-28,Cafeteria,True,False,False,671.0,1.17,71.0
2024-01-28,Sports Complex,True,False,False,671.0,1.17,161.9
2024-01-29,Hostel,False,False,False,380.0,1.85,388.3
2024-01-29,Library,False,False,False,380.0,1.85,66.8
2024-01-29,Academic Block,False,False,False,,1.85,172.9
2024-01-29,Cafeteria,False,False,False,380.0,1.85,3.6
2024-01-29,Sports Complex,False,False,False,380.0,1.85,0.0
2024-01-30,Hostel,False,False,False,348.0,0.49,373.2
2024-01-30,Library,False,False,False,348.0,0.49,102.1
2024-01-30,Academic Block,False,False,False,348.0,0.49,196.4
2024-01-30,Cafeteria,False,False,False,348.0,0.49,42.7
2024-01-30,Sports Complex,False,False,False,348.0,0.49,0.0
2024-01-31,Hostel,False,False,False,474.0,2.79,372.6
2024-01-31,Library,False,False,False,474.0,2.79,153.2
2024-01-31,Academic Block,False,False,False,474.0,2.79,205.6
2024-01-31,Cafeteria,False,False,False,474.0,2.79,23.1
2024-01-31,Sports Complex,False,False,False,474.0,2.79,0.0
2024-02-01,Hostel,False,False,False,397.0,1.12,352.9
2024-02-01,Library,False,False,False,397.0,1.12,120.9
2024-02-01,Academic Block,False,False,False,397.0,1.12,237.1
2024-02-01,Cafeteria,False,False,False,397.0,1.12,17.9
2024-02-01,Sports Complex,False,False,False,397.0,1.12,8.5
2024-02-02,Hostel,False,False,False,411.0,1.05,324.5
2024-02-02,Library,False,False,False,411.0,1.05,153.3
2024-02-02,Academic Block,False,False,False,411.0,1.05,223.7
2024-02-02,Cafeteria,False,False,False,411.0,1.05,16.8
2024-02-02,Sports Complex,False,False,False,411.0,1.05,0.0
2024-02-03,Hostel,True,False,True,593.0,1.96,489.9
2024-02-03,Library,True,False,True,593.0,1.96,109.8
2024-02-03,Academic Block,True,False,True,593.0,1.96,364.6
2024-02-03,Cafeteria,True,False,True,593.0,1.96,184.1
2024-02-03,Sports Complex,True,False,True,593.0,1.96,250.3
2024-02-04,Hostel,True,True,False,326.0,1.12,506.5
2024-02-04,Library,True,True,False,,1.12,160.2
2024-02-04,Academic Block,True,True,False,326.0,1.12,151.6
2024-02-04,Cafeteria,True,True,False,326.0,1.12,48.7
2024-02-04,Sports Complex,True,True,False,326.0,1.12,1.1
2024-02-05,Hostel,False,False,False,442.0,1.7,337.1
2024-02-05,Library,False,False,False,442.0,1.7,127.9
2024-02-05,Academic Block,False,False,False,442.0,1.7,211.3
2024-02-05,Cafeteria,False,False,False,442.0,1.7,25.6
2024-02-05,Sports Complex,False,False,False,442.0,1.7,21.8
2024-02-06,Hostel,False,False,False,448.0,1.15,400.6
2024-02-06,Library,False,False,False,448.0,1.15,130.8
2024-02-06,Academic Block,False,False,False,448.0,1.15,217.4
2024-02-06,Cafeteria,False,False,False,448.0,1.15,11.6
2024-02-06,Sports Complex,False,False,False,448.0,1.15,32.0
2024-02-07,Hostel,False,True,False,526.0,2.36,480.3
2024-02-07,Library,False,True,False,526.0,2.36,211.4
2024-02-07,Academic Block,False,True,False,526.0,2.36,230.7
2024-02-07,Cafeteria,False,True,False,526.0,2.36,75.8
2024-02-07,Sports Complex,False,True,False,526.0,2.36,20.7
2024-02-08,Hostel,False,False,False,465.0,1.83,378.3
2024-02-08,Library,False,False,False,465.0,1.83,126.2
2024-02-08,Academic Block,False,False,False,465.0,1.83,223.5
2024-02-08,Cafeteria,False,False,False,465.0,1.83,32.3
2024-02-08,Sports Complex,False,False,False,,1.83,34.6
2024-02-09,Hostel,False,False,False,448.0,1.82,383.5
2024-02-09,Library,False,False,False,448.0,1.82,133.9
2024-02-09,Academic Block,False,False,False,448.0,1.82,218.7
2024-02-09,Cafeteria,False,False,False,448.0,1.82,0.8
2024-02-09,Sports Complex,False,False,False,448.0,1.82,1.2
2024-02-10,Hostel,True,False,True,382.0,2.0,418.3
2024-02-10,Library,True,False,True,382.0,2.0,40.1
2024-02-10,Academic Block,True,False,True,382.0,2.0,271.2
2024-02-10,Cafeteria,True,False,True,382.0,2.0,149.7
2024-02-10,Sports Complex,True,False,True,382.0,2.0,152.5
2024-02-11,Hostel,True,False,False,,0.0,448.2
2024-02-11,Library,True,False,False,413.0,0.0,115.4
2024-02-11,Academic Block,True,False,False,413.0,0.0,-241.0
2024-02-11,Cafeteria,True,False,False,413.0,0.0,64.7
2024-02-11,Sports Complex,True,False,False,413.0,0.0,84.4
2024-02-12,Hostel,False,False,False,530.0,2.79,389.0
2024-02-12,Library,False,False,False,530.0,2.79,128.2
2024-02-12,Academic Block,False,False,False,530.0,2.79,281.8
2024-02-12,Cafeteria,False,False,False,530.0,2.79,59.9
2024-02-12,Sports Complex,False,False,False,530.0,2.79,0.0
2024-02-13,Hostel,False,False,False,349.0,2.23,314.5
2024-02-13,Library,False,False,False,349.0,2.23,73.9
2024-02-13,Academic Block,False,False,False,349.0,2.23,188.2
2024-02-13,Cafeteria,False,False,False,349.0,2.23,0.0
2024-02-13,Sports Complex,False,False,False,349.0,2.23,0.0
2024-02-14,Hostel,False,True,False,378.0,0.0,504.3
2024-02-14,Library,False,True,False,378.0,0.0,192.2
2024-02-14,Academic Block,False,True,False,378.0,0.0,239.6
2024-02-14,Cafeteria,False,True,False,378.0,0.0,14.8
2024-02-14,Sports Complex,False,True,False,378.0,0.0,39.9
2024-02-15,Hostel,False,False,True,442.0,3.72,335.0
2024-02-15,Library,False,False,True,442.0,3.72,95.6
2024-02-15,Academic Block,False,False,True,442.0,3.72,301.7
2024-02-15,Cafeteria,False,False,True,442.0,3.72,132.3
2024-02-15,Sports Complex,False,False,True,442.0,3.72,56.9
2024-02-16,Hostel,False,False,False,482.0,0.36,410.7
2024-02-16,Library,False,False,False,482.0,0.36,164.6
2024-02-16,Academic Block,False,False,False,482.0,0.36,231.6
2024-02-16,Cafeteria,False,False,False,482.0,0.36,55.0
2024-02-16,Sports Complex,False,False,False,482.0,0.36,35.3
2024-02-17,Hostel,True,False,True,368.0,1.21,455.8
2024-02-17,Library,True,False,True,,1.21,62.6
2024-02-17,Academic Block,True,False,True,368.0,1.21,268.7
2024-02-17,Cafeteria,True,False,True,368.0,1.21,134.2
2024-02-17,Sports Complex,True,False,True,368.0,1.21,141.7
2024-02-18,Hostel,True,False,False,434.0,0.94,-460.9
2024-02-18,Library,True,False,False,434.0,0.94,118.9
2024-02-18,Academic Block,True,False,False,434.0,0.94,212.9
2024-02-18,Cafeteria,True,False,False,434.0,0.94,39.9
2024-02-18,Sports Complex,True,False,False,,0.94,51.9
2024-02-19,Hostel,False,False,False,550.0,0.65,415.3
2024-02-19,Library,False,False,False,550.0,0.65,181.8
2024-02-19,Academic Block,False,False,False,550.0,0.65,277.1
2024-02-19,Cafeteria,False,False,False,550.0,0.65,33.8
2024-02-19,Sports Complex,False,False,False,550.0,0.65,31.9
2024-02-20,Hostel,False,True,False,390.0,1.37,457.0
2024-02-20,Library,False,True,False,390.0,1.37,206.2
2024-02-20,Academic Block,False,True,False,390.0,1.37,206.3
2024-02-20,Cafeteria,False,True,False,390.0,1.37,5.2
2024-02-20,Sports Complex,False,True,False,390.0,1.37,0.5
2024-02-21,Hostel,False,False,False,,0.27,388.4
2024-02-21,Library,False,False,False,445.0,0.27,172.7
2024-02-21,Academic Block,False,False,False,445.0,0.27,219.6
2024-02-21,Cafeteria,False,False,False,445.0,0.27,13.4
2024-02-21,Sports Complex,False,False,False,445.0,0.27,55.7
2024-02-22,Hostel,False,False,False,584.0,0.85,413.7
2024-02-22,Library,False,False,False,584.0,0.85,189.4
2024-02-22,Academic Block,False,False,False,584.0,0.85,273.0
2024-02-22,Cafeteria,False,False,False,584.0,0.85,84.0
2024-02-22,Sports Complex,False,False,False,584.0,0.85,49.7
2024-02-23,Hostel,False,False,False,387.0,0.04,366.2
2024-02-23,Library,False,False,False,387.0,0.04,96.0
2024-02-23,Academic Block,False,False,False,387.0,0.04,236.1
2024-02-23,Cafeteria,False,False,False,387.0,0.04,32.7
2024-02-23,Sports Complex,False,False,False,387.0,0.04,3.4
2024-02-24,Hostel,True,False,True,,2.83,379.7
2024-02-24,Library,True,False,True,404.0,2.83,27.1
2024-02-24,Academic Block,True,False,True,404.0,2.83,315.4
2024-02-24,Cafeteria,True,False,True,404.0,2.83,84.1
2024-02-24,Sports Complex,True,False,True,404.0,2.83,130.8
2024-02-25,Hostel,True,False,False,484.0,1.81,438.0
2024-02-25,Library,True,False,False,484.0,1.81,82.8
2024-02-25,Academic Block,True,False,False,484.0,1.81,-178.9
2024-02-25,Cafeteria,True,False,False,484.0,1.81,60.5
2024-02-25,Sports Complex,True,False,False,484.0,1.81,67.1
2024-02-26,Hostel,False,False,False,428.0,1.54,379.1
2024-02-26,Library,False,False,False,428.0,1.54,92.0
2024-02-26,Academic Block,False,False,False,428.0,1.54,229.2
2024-02-26,Cafeteria,False,False,False,428.0,1.54,30.5
2024-02-26,Sports Complex,False,False,False,428.0,1.54,0.0
2024-02-27,Hostel,False,False,False,340.0,0.91,345.0
2024-02-27,Library,False,False,False,340.0,0.91,68.9
2024-02-27,Academic Block,False,False,False,340.0,0.91,202.7
2024-02-27,Cafeteria,False,False,False,340.0,0.91,0.0
2024-02-27,Sports Complex,False,False,False,340.0,0.91,0.0
2024-02-28,Hostel,False,False,False,508.0,2.6,367.1
2024-02-28,Library,False,False,False,508.0,2.6,98.0
2024-02-28,Academic Block,False,False,False,508.0,2.6,228.1
2024-02-28,Cafeteria,False,False,False,508.0,2.6,23.5
2024-02-28,Sports Complex,False,False,False,508.0,2.6,5.1
2024-02-29,Hostel,False,False,False,460.0,2.13,387.4
2024-02-29,Library,False,False,False,460.0,2.13,118.0
2024-02-29,Academic Block,False,False,False,460.0,2.13,220.0
2024-02-29,Cafeteria,False,False,False,460.0,2.13,6.8
2024-02-29,Sports Complex,False,False,False,460.0,2.13,-35.5
2024-03-01,Hostel,False,False,False,422.0,1.46,365.6
2024-03-01,Library,False,False,False,422.0,1.46,109.9
2024-03-01,Academic Block,False,False,False,422.0,1.46,253.8
2024-03-01,Cafeteria,False,False,False,422.0,1.46,48.3
2024-03-01,Sports Complex,False,False,False,422.0,1.46,0.0
2024-03-02,Hostel,True,False,False,453.0,2.83,410.1
2024-03-02,Library,True,False,False,453.0,2.83,83.7
2024-03-02,Academic Block,True,False,False,453.0,2.83,168.8
2024-03-02,Cafeteria,True,False,False,453.0,2.83,13.1
2024-03-02,Sports Complex,True,False,False,453.0,2.83,25.9
2024-03-03,Hostel,True,True,False,374.0,1.35,507.5
2024-03-03,Library,True,True,False,374.0,1.35,199.0
2024-03-03,Academic Block,True,True,False,374.0,1.35,198.3
2024-03-03,Cafeteria,True,True,False,374.0,1.35,0.0
2024-03-03,Sports Complex,True,True,False,374.0,1.35,38.9
2024-03-04,Hostel,False,False,False,,1.41,325.1
2024-03-04,Library,False,False,False,359.0,1.41,90.3
2024-03-04,Academic Block,False,False,False,359.0,1.41,204.8
2024-03-04,Cafeteria,False,False,False,359.0,1.41,0.0
2024-03-04,Sports Complex,False,False,False,359.0,1.41,0.0
2024-03-05,Hostel,False,False,False,587.0,0.75,425.6
2024-03-05,Library,False,False,False,587.0,0.75,156.0
2024-03-05,Academic Block,False,False,False,587.0,0.75,293.0
2024-03-05,Cafeteria,False,False,False,587.0,0.75,83.8
2024-03-05,Sports Complex,False,False,False,587.0,0.75,81.7
2024-03-06,Hostel,False,False,False,411.0,2.51,361.0
2024-03-06,Library,False,False,False,411.0,2.51,99.7
2024-03-06,Academic Block,False,False,False,,2.51,215.6
2024-03-06,Cafeteria,False,False,False,411.0,2.51,0.0
2024-03-06,Sports Complex,False,False,False,411.0,2.51,0.0
2024-03-07,Hostel,False,True,False,476.0,1.05,482.0
2024-03-07,Library,False,True,False,476.0,1.05,253.0
2024-03-07,Academic Block,False,True,False,476.0,1.05,238.7
2024-03-07,Cafeteria,False,True,False,476.0,1.05,58.0
2024-03-07,Sports Complex,False,True,False,476.0,1.05,33.1
2024-03-08,Hostel,False,False,False,358.0,3.93,286.0
2024-03-08,Library,False,False,False,358.0,3.93,64.8
2024-03-08,Academic Block,False,False,False,358.0,3.93,175.6
2024-03-08,Cafeteria,False,False,False,358.0,3.93,0.0
2024-03-08,Sports Complex,False,False,False,358.0,3.93,0.0
2024-03-09,Hostel,True,False,False,328.0,2.46,377.8
2024-03-09,Library,True,False,False,328.0,2.46,58.7
2024-03-09,Academic Block,True,False,False,328.0,2.46,167.7
2024-03-09,Cafeteria,True,False,False,328.0,2.46,4.9
2024-03-09,Sports Complex,True,False,False,328.0,2.46,0.0
2024-03-10,Hostel,True,False,False,429.0,0.8,446.5
2024-03-10,Library,True,False,False,429.0,0.8,71.7
2024-03-10,Academic Block,True,False,False,429.0,0.8,195.5
2024-03-10,Cafeteria,True,False,False,429.0,0.8,12.6
2024-03-10,Sports Complex,True,False,False,429.0,0.8,101.1
2024-03-11,Hostel,False,False,False,511.0,0.07,406.6
2024-03-11,Library,False,False,False,511.0,0.07,166.8
2024-03-11,Academic Block,False,False,False,511.0,0.07,245.2
2024-03-11,Cafeteria,False,False,False,511.0,0.07,46.1
2024-03-11,Sports Complex,False,False,False,511.0,0.07,67.7
2024-03-12,Hostel,False,False,False,587.0,1.85,407.3
2024-03-12,Library,False,False,False,587.0,1.85,171.6
2024-03-12,Academic Block,False,False,False,587.0,1.85,282.3
2024-03-12,Cafeteria,False,False,False,587.0,1.85,73.8
2024-03-12,Sports Complex,False,False,False,587.0,1.85,3.9
2024-03-13,Hostel,False,False,False,,0.16,371.1
2024-03-13,Library,False,False,False,414.0,0.16,158.0
2024-03-13,Academic Block,False,False,False,414.0,0.16,210.8
2024-03-13,Cafeteria,False,False,False,414.0,0.16,47.7
2024-03-13,Sports Complex,False,False,False,414.0,0.16,23.8
2024-03-14,Hostel,False,False,False,520.0,0.73,-395.8
2024-03-14,Library,False,False,False,520.0,0.73,194.0
2024-03-14,Academic Block,False,False,False,520.0,0.73,285.7
2024-03-14,Cafeteria,False,False,False,520.0,0.73,51.0
2024-03-14,Sports Complex,False,False,False,520.0,0.73,-47.9
2024-03-15,Hostel,False,False,False,419.0,0.73,383.0
2024-03-15,Library,False,False,False,419.0,0.73,112.8
2024-03-15,Academic Block,False,False,False,419.0,0.73,246.9
2024-03-15,Cafeteria,False,False,False,419.0,0.73,25.5
2024-03-15,Sports Complex,False,False,False,419.0,0.73,7.4
2024-03-16,Hostel,True,False,True,431.0,0.42,463.9
2024-03-16,Library,True,False,True,431.0,0.42,92.2
2024-03-16,Academic Block,True,False,True,431.0,0.42,331.5
2024-03-16,Cafeteria,True,False,True,431.0,0.42,151.1
2024-03-16,Sports Complex,True,False,True,431.0,0.42,207.7
2024-03-17,Hostel,True,False,False,242.0,2.07,334.7
2024-03-17,Library,True,False,False,242.0,2.07,0.0
2024-03-17,Academic Block,True,False,False,242.0,2.07,96.7
2024-03-17,Cafeteria,True,False,False,242.0,2.07,0.0
2024-03-17,Sports Complex,True,False,False,242.0,2.07,27.7
2024-03-18,Hostel,False,False,False,358.0,0.0,363.0
2024-03-18,Library,False,False,False,358.0,0.0,118.6
2024-03-18,Academic Block,False,False,False,358.0,0.0,226.6
2024-03-18,Cafeteria,False,False,False,358.0,0.0,54.7
2024-03-18,Sports Complex,False,False,False,358.0,0.0,-13.8
2024-03-19,Hostel,False,False,False,475.0,0.96,428.4
2024-03-19,Library,False,False,False,475.0,0.96,148.4
2024-03-19,Academic Block,False,False,False,475.0,0.96,213.8
2024-03-19,Cafeteria,False,False,False,475.0,0.96,80.0
2024-03-19,Sports Complex,False,False,False,475.0,0.96,57.0
2024-03-20,Hostel,False,True,False,478.0,1.9,491.1
2024-03-20,Library,False,True,False,478.0,1.9,243.9
2024-03-20,Academic Block,False,True,False,478.0,1.9,178.0
2024-03-20,Cafeteria,False,True,False,478.0,1.9,15.6
2024-03-20,Sports Complex,False,True,False,478.0,1.9,26.0
2024-03-21,Hostel,False,False,False,364.0,3.24,320.1
2024-03-21,Library,False,False,False,364.0,3.24,54.9
2024-03-21,Academic Block,False,False,False,364.0,3.24,179.7
2024-03-21,Cafeteria,False,False,False,364.0,3.24,0.0
2024-03-21,Sports Complex,False,False,False,364.0,3.24,-0.0
2024-03-22,Hostel,False,True,False,298.0,3.06,409.6
2024-03-22,Library,False,True,False,298.0,3.06,144.6
2024-03-22,Academic Block,False,True,False,298.0,3.06,169.5
2024-03-22,Cafeteria,False,True,False,298.0,3.06,0.0
2024-03-22,Sports Complex,False,True,False,298.0,3.06,0.0
2024-03-23,Hostel,True,False,False,440.0,2.64,431.6
2024-03-23,Library,True,False,False,440.0,2.64,55.7
2024-03-23,Academic Block,True,False,False,440.0,2.64,152.1
2024-03-23,Cafeteria,True,False,False,440.0,2.64,40.6
2024-03-23,Sports Complex,True,False,False,440.0,2.64,98.3
2024-03-24,Hostel,True,False,False,447.0,4.68,386.1
2024-03-24,Library,True,False,False,447.0,4.68,40.9
2024-03-24,Academic Block,True,False,False,447.0,4.68,141.1
2024-03-24,Cafeteria,True,False,False,447.0,4.68,0.0
2024-03-24,Sports Complex,True,False,False,447.0,4.68,48.6
2024-03-25,Hostel,False,False,False,567.0,1.92,384.6
2024-03-25,Library,False,False,False,567.0,1.92,163.6
2024-03-25,Academic Block,False,False,False,567.0,1.92,220.1
2024-03-25,Cafeteria,False,False,False,567.0,1.92,52.4
2024-03-25,Sports Complex,False,False,False,567.0,1.92,45.0
2024-03-26,Hostel,False,True,False,407.0,1.85,490.8
2024-03-26,Library,False,True,False,407.0,1.85,162.4
2024-03-26,Academic Block,False,True,False,407.0,1.85,199.0
2024-03-26,Cafeteria,False,True,False,407.0,1.85,0.0
2024-03-26,Sports Complex,False,True,False,407.0,1.85,10.5
2024-03-27,Hostel,False,False,False,316.0,2.47,310.0
2024-03-27,Library,False,False,False,316.0,2.47,47.6
2024-03-27,Academic Block,False,False,False,316.0,2.47,184.9
2024-03-27,Cafeteria,False,False,False,316.0,2.47,0.0
2024-03-27,Sports Complex,False,False,False,316.0,2.47,0.0
2024-03-28,Hostel,False,False,False,476.0,1.89,372.3
2024-03-28,Library,False,False,False,476.0,1.89,111.3
2024-03-28,Academic Block,False,False,False,476.0,1.89,262.9
2024-03-28,Cafeteria,False,False,False,476.0,1.89,43.0
2024-03-28,Sports Complex,False,False,False,476.0,1.89,0.0
2024-03-29,Hostel,False,False,False,428.0,1.44,378.8
2024-03-29,Library,False,False,False,428.0,1.44,113.6
2024-03-29,Academic Block,False,False,False,428.0,1.44,185.6
2024-03-29,Cafeteria,False,False,False,428.0,1.44,3.7
2024-03-29,Sports Complex,False,False,False,428.0,1.44,22.8
2024-03-30,Hostel,True,False,False,372.0,1.92,420.9
2024-03-30,Library,True,False,False,372.0,1.92,78.9
2024-03-30,Academic Block,True,False,False,372.0,1.92,153.1
2024-03-30,Cafeteria,True,False,False,372.0,1.92,4.9
2024-03-30,Sports Complex,True,False,False,372.0,1.92,7.3
2024-03-31,Hostel,True,True,False,392.0,1.2,511.9
2024-03-31,Library,True,True,False,392.0,1.2,157.1
2024-03-31,Academic Block,True,True,False,392.0,1.2,122.0
2024-03-31,Cafeteria,True,True,False,392.0,1.2,56.8
2024-03-31,Sports Complex,True,True,False,392.0,1.2,68.2
